Customer_ID,Sex,Earnings,Region_Code,Marital Status,State_of_Origin,Customer_Worth,Customer_Reply,Plan,Certification,Effective To Date,Status_of_Employment,Premium_Auto_per_Month,Total Claim Amount,Vehicle Class,Vehicle Size,Months Since Last Claim,Months Since Policy Inception,Counts_of_Open_Complaints,No_Of_POlicy,kind_of_policy,Active_Policy,Sales Channel,Best_Offer
Customer_9118,Male,93794,Urban,Married,Lagos,9426.256842,Not_interested,Bronze,Second_Degree,10/2/2011,Fully_Employed,236,322.575677,SUV,Medsize,13,11,0,3,Corporate,C_L3,Agent,0
Customer_3713,Female,80616,Suburban,Divorced,Abuja,5398.372449,Not_interested,Silver,O_Level,6/2/2011,Fully_Employed,272,652.8,Sports Car,Medsize,4,69,0,1,Corporate,C_L3,Web,0
Customer_8192,Female,158502,Suburban,Married,Kano,2668.976685,Not_interested,Bronze,First_Degree,8/2/2011,Fully_Employed,134,321.6,Four-Door Car,Medsize,10,32,2,1,Personal,P_L3,Web,1
Customer_7797,Female,193070,Urban,Single,Lagos,5245.446345,Not_interested,Bronze,First_Degree,1/20/11,Fully_Employed,132,271.074379,Four-Door Car,Medsize,11,85,0,3,Personal,P_L3,Agent,0
Customer_707,Female,42470,Urban,Married,Abuja,3104.789546,Not_interested,Silver,O_Level,4/2/2011,Fully_Employed,158,244.23135,Two-Door Car,Medsize,18,56,0,1,Personal,P_L2,Agent,3
Customer_3046,Male,78938,Urban,Divorced,Imo,5643.35916,Not_interested,Bronze,First_Degree,1/2/2011,Fully_Employed,142,315.560161,Two-Door Car,Large,1,29,0,4,Personal,P_L3,Call Center,1
Customer_8386,Male,115418,Suburban,Married,Abuja,5075.282126,Interested,Silver,PHD,1/30/11,Fully_Employed,250,600.0,SUV,Medsize,10,26,0,1,Personal,P_L2,Branch,1
Customer_5189,Female,155986,Suburban,Single,Lagos,2483.842224,Not_interested,Bronze,O_Level,1/13/11,Fully_Employed,124,297.6,Four-Door Car,Medsize,26,10,0,1,Personal,P_L1,Agent,1
Customer_7698,Male,81096,Suburban,Divorced,Abuja,11694.00974,Not_interested,Silver,First_Degree,6/2/2011,Fully_Employed,196,470.4,Four-Door Car,Medsize,7,57,0,2,Personal,P_L3,Agent,0
Customer_5472,Female,51732,Suburban,Married,Lagos,4238.301454,Not_interested,Gold,HND,2/2/2011,On_Leave,218,523.2,Four-Door Car,Small,20,56,0,1,Personal,P_L2,Agent,0
Customer_6791,Female,62116,Urban,Married,Lagos,2491.387507,Not_interested,Bronze,HND,1/29/11,Fully_Employed,134,309.424708,Two-Door Car,Medsize,5,19,10,1,Personal,P_L1,Branch,3
Customer_72,Male,53680,Suburban,Married,Abuja,2453.752695,Not_interested,Bronze,Second_Degree,12/2/2011,On_Leave,128,307.2,Four-Door Car,Medsize,1,47,4,1,Personal,P_L1,Agent,0
Customer_6018,Female,83342,Urban,Single,Imo,16263.16768,Not_interested,Silver,Second_Degree,2/18/11,Fully_Employed,272,570.388228,SUV,Medsize,15,30,0,2,Personal,P_L1,Agent,0
Customer_4448,Female,56726,Suburban,Divorced,Lagos,10457.48983,Not_interested,Silver,O_Level,3/2/2011,Fully_Employed,266,638.4,Sports Car,Medsize,0,35,0,3,Personal,P_L3,Agent,0
Customer_5860,Male,116828,Suburban,Single,Abuja,7842.165778,Interested,Silver,HND,1/14/11,Fully_Employed,420,1008.0,Luxury SUV,Small,7,24,4,1,Corporate,C_L1,Agent,1
Customer_4839,Male,172610,Rural,Married,Lagos,4986.618655,Interested,Bronze,First_Degree,11/1/2011,Fully_Employed,124,80.73124,Four-Door Car,Medsize,1,99,0,5,Personal,P_L2,Call Center,1
Customer_4131,Female,96762,Suburban,Married,Abuja,7566.611951,Not_interested,Bronze,First_Degree,1/15/11,Fully_Employed,126,302.4,Two-Door Car,Small,2,71,0,2,Personal,P_L3,Agent,0
Customer_5101,Male,105958,Suburban,Divorced,Imo,5796.682724,Not_interested,Bronze,Second_Degree,2/15/11,Fully_Employed,144,345.6,Two-Door Car,Small,14,53,0,4,Personal,P_L2,Agent,0
Customer_6764,Male,132292,Urban,Single,Enugu,11245.90285,Not_interested,Silver,HND,2/25/11,Fully_Employed,192,250.697824,Two-Door Car,Medsize,2,38,0,2,Personal,P_L3,Call Center,3
Customer_1190,Male,50604,Suburban,Married,Imo,13475.18567,Not_interested,Bronze,First_Degree,2/16/11,Fully_Employed,140,336.0,Four-Door Car,Medsize,13,16,2,2,Personal,P_L1,Branch,1
Customer_6431,Female,91712,Rural,Divorced,Abuja,5318.644499,Not_interested,Bronze,First_Degree,1/27/11,Fully_Employed,134,91.735354,Two-Door Car,Small,15,57,0,3,Personal,P_L2,Call Center,0
Customer_2601,Female,0,Urban,Married,Lagos,3573.346578,Not_interested,Silver,First_Degree,1/18/11,Not_employed,192,438.661509,Four-Door Car,Medsize,19,30,0,1,Personal,P_L3,Branch,0
Customer_1125,Male,56284,Suburban,Married,Abuja,3875.647046,Interested,Bronze,HND,1/20/11,In_Retirement,210,701.708239,Sports Car,Medsize,18,50,0,1,Corporate,C_L2,Agent,1
Customer_1241,Male,121840,Urban,Single,Abuja,7509.455372,Interested,Bronze,HND,6/2/2011,Fully_Employed,128,231.201886,Two-Door Car,Medsize,10,61,0,2,Personal,P_L2,Agent,1
Customer_6888,Male,77190,Suburban,Divorced,Imo,8205.221246,Not_interested,Bronze,O_Level,4/1/2011,Fully_Employed,148,415.550209,Four-Door Car,Medsize,5,42,6,2,Personal,P_L3,Branch,0
Customer_3602,Female,118214,Urban,Married,Abuja,8631.329351,Not_interested,Bronze,O_Level,9/1/2011,Fully_Employed,214,480.521227,SUV,Medsize,29,57,0,7,Personal,P_L2,Branch,1
Customer_2349,Male,0,Suburban,Single,Enugu,3290.209809,Not_interested,Bronze,HND,1/16/11,Not_employed,204,734.4,SUV,Large,16,1,2,1,Personal,P_L3,Call Center,0
Customer_7568,Female,0,Suburban,Married,Abuja,2565.582441,Not_interested,Bronze,O_Level,2/1/2011,Not_employed,138,331.2,Four-Door Car,Small,11,60,0,1,Corporate,C_L1,Agent,0
Customer_3351,Female,103046,Suburban,Married,Abuja,4600.235733,Not_interested,Bronze,HND,1/15/11,Fully_Employed,232,738.840818,SUV,Medsize,11,20,0,1,Personal,P_L3,Branch,3
Customer_5094,Male,90554,Suburban,Married,Enugu,38322.82017,Not_interested,Bronze,First_Degree,10/1/2011,Fully_Employed,382,916.8,Luxury SUV,Medsize,19,0,0,2,Special,S_L2,Agent,1
Customer_6602,Female,58924,Suburban,Single,Enugu,4172.687348,Interested,Bronze,Second_Degree,1/17/11,Fully_Employed,214,513.6,SUV,Large,28,23,2,1,Personal,P_L1,Branch,1
Customer_4008,Male,95338,Suburban,Married,Imo,6280.764007,Not_interested,Silver,First_Degree,2/14/11,Fully_Employed,160,384.0,Four-Door Car,Small,16,84,0,3,Personal,P_L3,Branch,1
Customer_6780,Female,0,Suburban,Single,Enugu,2547.056879,Not_interested,Bronze,First_Degree,1/16/11,Not_employed,142,340.8,Four-Door Car,Medsize,6,65,0,1,Special,S_L3,Agent,0
Customer_1577,Male,115418,Suburban,Married,Abuja,5075.282126,Interested,Silver,PHD,1/30/11,Fully_Employed,250,600.0,SUV,Medsize,10,26,0,1,Personal,P_L1,Branch,1
Customer_3906,Female,0,Suburban,Married,Abuja,18544.30074,Not_interested,Bronze,HND,9/1/2011,Not_employed,144,622.992063,Four-Door Car,Small,30,48,0,2,Corporate,C_L2,Agent,3
Customer_3729,Female,0,Suburban,Single,Kano,13452.95561,Not_interested,Silver,O_Level,2/2/2011,Not_employed,252,907.2,SUV,Medsize,7,80,0,2,Corporate,C_L2,Agent,0
Customer_4358,Male,144618,Urban,Single,Abuja,8061.893671,Not_interested,Bronze,O_Level,2/18/11,Fully_Employed,136,244.727144,Four-Door Car,Medsize,3,51,0,2,Personal,P_L3,Branch,3
Customer_5922,Female,164954,Suburban,Married,Enugu,3646.833554,Interested,Silver,O_Level,1/15/11,Fully_Employed,180,432.0,Two-Door Car,Large,1,69,0,1,Personal,P_L3,Agent,1
Customer_1343,Female,44808,Urban,Married,Kano,5311.435869,Not_interested,Bronze,HND,5/2/2011,On_Leave,140,211.136067,Four-Door Car,Medsize,0,62,2,4,Personal,P_L3,Agent,0
Customer_9122,Female,27326,Suburban,Single,Lagos,25466.82059,Interested,Silver,HND,1/2/2011,In_Retirement,194,465.6,Four-Door Car,Small,1,66,0,2,Personal,P_L2,Branch,0
Customer_7670,Female,166920,Suburban,Divorced,Abuja,2657.864573,Not_interested,Bronze,O_Level,4/1/2011,Fully_Employed,132,443.44552,Four-Door Car,Medsize,20,18,0,1,Corporate,C_L2,Call Center,1
Customer_440,Male,34322,Suburban,Married,Kano,4167.354461,Not_interested,Gold,HND,3/1/2011,On_Leave,226,542.4,Four-Door Car,Small,1,22,2,1,Corporate,C_L1,Call Center,0
Customer_6652,Male,180912,Rural,Married,Abuja,14205.6226,Not_interested,Bronze,First_Degree,1/16/11,Fully_Employed,142,165.057816,Four-Door Car,Medsize,26,40,0,2,Personal,P_L3,Agent,3
Customer_1100,Female,0,Suburban,Married,Lagos,8162.689782,Not_interested,Bronze,O_Level,1/21/11,Not_employed,218,523.2,SUV,Medsize,15,61,0,7,Personal,P_L1,Web,0
Customer_2637,Female,43894,Suburban,Married,Imo,9258.918609,Not_interested,Bronze,HND,1/19/11,Disabled,236,566.4,SUV,Large,30,76,0,9,Personal,P_L3,Call Center,0
Customer_7823,Female,0,Suburban,Single,Abuja,2319.282049,Not_interested,Bronze,First_Degree,1/16/11,Not_employed,136,489.6,Two-Door Car,Medsize,10,81,0,1,Corporate,C_L2,Call Center,0
Customer_649,Male,0,Suburban,Single,Abuja,9601.950239,Not_interested,Silver,HND,1/24/11,Not_employed,262,943.2,SUV,Small,6,52,0,6,Personal,P_L2,Web,1
Customer_1546,Male,45952,Suburban,Married,Lagos,4902.545112,Not_interested,Bronze,HND,2/19/11,Disabled,132,345.951322,Four-Door Car,Large,19,33,0,4,Personal,P_L2,Branch,1
Customer_7672,Male,0,Suburban,Single,Abuja,3163.171297,Not_interested,Silver,HND,1/18/11,Not_employed,184,897.379535,Two-Door Car,Large,16,56,0,1,Personal,P_L3,Branch,1
Customer_7696,Male,180526,Suburban,Married,Abuja,5937.572179,Not_interested,Bronze,HND,4/1/2011,Fully_Employed,148,355.2,Two-Door Car,Medsize,17,36,0,8,Personal,P_L1,Web,3
Customer_2852,Male,79860,Suburban,Single,Lagos,9710.504642,Not_interested,Silver,HND,1/19/11,Fully_Employed,172,412.8,Four-Door Car,Medsize,22,64,2,2,Personal,P_L1,Call Center,0
Customer_3503,Male,0,Suburban,Single,Abuja,4652.68277,Not_interested,Bronze,HND,11/1/2011,Not_employed,136,722.877299,Two-Door Car,Medsize,17,66,0,3,Personal,P_L3,Agent,0
Customer_7276,Male,46506,Suburban,Divorced,Abuja,2281.696801,Not_interested,Bronze,O_Level,2/21/11,On_Leave,122,292.8,Two-Door Car,Medsize,20,49,0,1,Personal,P_L1,Branch,1
Customer_6804,Female,0,Suburban,Married,Abuja,9519.07801,Not_interested,Silver,First_Degree,2/19/11,Not_employed,174,417.6,Four-Door Car,Small,13,76,0,2,Personal,P_L3,Agent,2
Customer_630,Male,0,Urban,Married,Lagos,7782.999262,Not_interested,Bronze,First_Degree,10/1/2011,Not_employed,148,246.489123,Four-Door Car,Medsize,0,52,0,2,Personal,P_L1,Branch,0
Customer_4768,Female,136172,Rural,Married,Imo,15472.59658,Not_interested,Gold,First_Degree,8/2/2011,Fully_Employed,388,218.342169,SUV,Large,34,6,0,3,Corporate,C_L2,Web,1
Customer_1249,Female,30600,Suburban,Married,Abuja,6496.243995,Not_interested,Silver,HND,1/26/11,On_Leave,170,408.0,Four-Door Car,Small,17,16,0,9,Personal,P_L2,Call Center,2
Customer_6911,Male,0,Suburban,Single,Abuja,11838.29699,Not_interested,Gold,HND,3/2/2011,Not_employed,238,856.8,Four-Door Car,Medsize,9,74,0,2,Personal,P_L2,Call Center,2
Customer_482,Female,110700,Suburban,Married,Imo,5382.898636,Interested,Bronze,HND,2/24/11,Fully_Employed,134,321.6,Four-Door Car,Medsize,0,13,0,9,Personal,P_L2,Agent,0
Customer_1584,Female,199034,Rural,Divorced,Lagos,8745.852187,Not_interested,Gold,First_Degree,2/2/2011,Fully_Employed,218,239.905208,Four-Door Car,Medsize,2,93,0,3,Personal,P_L2,Agent,1
Customer_6830,Male,119642,Suburban,Married,Abuja,23146.1327,Not_interested,Bronze,O_Level,2/19/11,Fully_Employed,386,1389.6,Luxury SUV,Medsize,12,6,0,2,Personal,P_L1,Branch,2
Customer_4676,Male,68996,Suburban,Single,Abuja,6371.262355,Interested,Silver,O_Level,1/20/11,Fully_Employed,166,398.4,Two-Door Car,Small,30,72,0,7,Personal,P_L1,Branch,1
Customer_6385,Female,0,Suburban,Single,Lagos,2197.911185,Not_interested,Bronze,O_Level,1/16/11,Not_employed,126,617.201984,Two-Door Car,Small,27,47,0,1,Corporate,C_L3,Branch,1
Customer_1462,Female,0,Suburban,Single,Enugu,19118.56806,Not_interested,Bronze,First_Degree,1/31/11,Not_employed,122,657.808231,Two-Door Car,Small,31,43,0,2,Personal,P_L3,Branch,0
Customer_3040,Female,43682,Suburban,Married,Imo,7382.086414,Not_interested,Silver,Second_Degree,12/1/2011,Fully_Employed,182,436.8,Four-Door Car,Medsize,33,47,0,7,Corporate,C_L3,Call Center,1
Customer_5010,Male,0,Suburban,Married,Lagos,21174.38983,Not_interested,Silver,O_Level,4/1/2011,Not_employed,164,588.269018,Four-Door Car,Medsize,24,86,0,2,Personal,P_L2,Branch,1
Customer_7761,Male,50502,Suburban,Divorced,Abuja,11792.49617,Interested,Bronze,HND,3/1/2011,In_Retirement,132,316.8,Four-Door Car,Medsize,13,43,0,2,Personal,P_L3,Web,1
Customer_3273,Male,47178,Suburban,Married,Lagos,16572.09009,Not_interested,Silver,First_Degree,12/1/2011,Fully_Employed,422,1012.8,Luxury SUV,Small,30,13,0,6,Special,S_L2,Agent,1
Customer_3683,Male,0,Suburban,Single,Lagos,4504.667305,Not_interested,Bronze,O_Level,2/19/11,Not_employed,138,496.8,Four-Door Car,Medsize,28,29,4,3,Personal,P_L3,Branch,2
Customer_6674,Female,68400,Rural,Divorced,Kano,2752.540853,Not_interested,Bronze,First_Degree,8/2/2011,Fully_Employed,140,167.295936,Four-Door Car,Medsize,27,15,0,1,Corporate,C_L3,Agent,2
Customer_6807,Female,164798,Rural,Single,Lagos,6047.625114,Not_interested,Silver,HND,2/14/11,Fully_Employed,154,31.668965,Four-Door Car,Medsize,18,15,6,9,Personal,P_L3,Agent,1
Customer_4145,Female,173648,Urban,Married,Abuja,5819.832355,Not_interested,Bronze,HND,1/20/11,Fully_Employed,144,189.096179,Four-Door Car,Medsize,1,76,0,3,Personal,P_L2,Call Center,0
Customer_8891,Female,138758,Suburban,Single,Lagos,4120.588554,Interested,Gold,First_Degree,1/28/11,Fully_Employed,206,494.4,Two-Door Car,Medsize,14,79,0,1,Personal,P_L3,Branch,0
Customer_7862,Female,23808,Suburban,Single,Imo,4256.620669,Interested,Bronze,O_Level,3/2/2011,Disabled,122,292.8,Two-Door Car,Small,34,11,4,3,Personal,P_L3,Web,0
Customer_4954,Female,53108,Suburban,Married,Imo,2691.16845,Not_interested,Bronze,HND,9/2/2011,Fully_Employed,136,391.687368,Two-Door Car,Small,18,86,2,1,Personal,P_L2,Web,2
Customer_3225,Female,189806,Suburban,Married,Lagos,3810.122147,Interested,Silver,HND,1/28/11,Fully_Employed,188,451.2,Two-Door Car,Small,3,38,0,1,Corporate,C_L2,Agent,1
Customer_1072,Female,189806,Suburban,Married,Imo,3810.122147,Interested,Silver,HND,1/28/11,Fully_Employed,188,451.2,Two-Door Car,Small,3,38,0,1,Corporate,C_L2,Agent,1
Customer_4815,Male,163062,Urban,Married,Imo,5413.936509,Not_interested,Silver,First_Degree,1/15/11,Fully_Employed,270,420.434259,SUV,Small,23,50,0,1,Personal,P_L3,Web,1
Customer_9032,Male,188484,Rural,Divorced,Lagos,4327.491222,Not_interested,Bronze,HND,2/2/2011,Fully_Employed,214,52.121929,SUV,Large,15,70,0,1,Personal,P_L2,Branch,1
Customer_2631,Female,0,Rural,Married,Enugu,8397.806331,Not_interested,Gold,PHD,11/1/2011,Not_employed,220,161.092415,Four-Door Car,Medsize,22,72,0,9,Personal,P_L1,Agent,0
Customer_6825,Male,50442,Suburban,Married,Enugu,3820.468252,Not_interested,Gold,HND,1/16/11,Fully_Employed,206,616.005527,Four-Door Car,Small,10,41,10,1,Special,S_L2,Web,1
Customer_1660,Female,50944,Suburban,Divorced,Kano,5802.171881,Not_interested,Bronze,First_Degree,1/24/11,Fully_Employed,146,350.4,Four-Door Car,Medsize,5,86,0,9,Corporate,C_L2,Branch,0
Customer_5752,Male,49390,Suburban,Married,Abuja,3209.468733,Not_interested,Silver,First_Degree,2/15/11,Fully_Employed,164,393.6,Four-Door Car,Large,0,88,0,1,Personal,P_L3,Web,2
Customer_2425,Female,59258,Urban,Married,Lagos,5435.214031,Not_interested,Bronze,First_Degree,1/29/11,Fully_Employed,142,228.443418,Four-Door Car,Medsize,21,51,8,5,Special,S_L1,Agent,0
Customer_5079,Female,147322,Urban,Married,Enugu,10282.80787,Not_interested,Silver,O_Level,2/15/11,Fully_Employed,256,404.329477,SUV,Medsize,34,47,0,3,Personal,P_L3,Call Center,1
Customer_8346,Male,94824,Suburban,Married,Abuja,6441.779016,Not_interested,Silver,O_Level,1/14/11,Fully_Employed,162,421.824276,Two-Door Car,Small,10,39,0,7,Personal,P_L2,Branch,0
Customer_5902,Male,40338,Suburban,Married,Lagos,8086.325058,Not_interested,Bronze,First_Degree,2/16/11,Disabled,224,537.6,SUV,Small,35,81,2,3,Personal,P_L3,Web,0
Customer_7666,Female,71946,Suburban,Married,Abuja,19261.84494,Not_interested,Gold,Second_Degree,1/26/11,Fully_Employed,318,763.2,Sports Car,Large,5,97,0,2,Personal,P_L2,Call Center,0
Customer_3097,Female,115386,Suburban,Divorced,Imo,5981.724161,Interested,Silver,O_Level,7/2/2011,Fully_Employed,152,547.2,Four-Door Car,Medsize,16,56,0,3,Corporate,C_L3,Agent,1
Customer_3976,Male,96016,Rural,Married,Lagos,2826.849967,Not_interested,Bronze,First_Degree,1/18/11,Fully_Employed,146,137.081716,Four-Door Car,Medsize,33,55,8,1,Personal,P_L3,Branch,1
Customer_1243,Male,35504,Suburban,Married,Kano,2833.587689,Not_interested,Silver,HND,2/13/11,In_Retirement,154,369.6,Four-Door Car,Medsize,26,87,0,1,Personal,P_L3,Agent,2
Customer_8518,Male,49486,Suburban,Divorced,Lagos,26222.03266,Not_interested,Silver,O_Level,1/15/11,Fully_Employed,168,1008.03551,Four-Door Car,Small,8,23,0,2,Personal,P_L2,Branch,1
Customer_1300,Female,120840,Urban,Married,Abuja,19898.42226,Not_interested,Silver,First_Degree,1/15/11,Fully_Employed,496,632.944366,Luxury SUV,Medsize,8,74,0,8,Personal,P_L2,Web,1
Customer_6284,Female,185362,Suburban,Divorced,Abuja,7147.29959,Not_interested,Silver,HND,9/2/2011,Fully_Employed,182,436.8,Four-Door Car,Medsize,8,23,6,8,Personal,P_L1,Web,2
Customer_8171,Female,0,Suburban,Single,Lagos,6992.691643,Not_interested,Bronze,HND,2/21/11,Not_employed,136,326.4,Four-Door Car,Large,24,2,0,2,Personal,P_L1,Web,1
Customer_6702,Female,51268,Rural,Married,Abuja,10624.51656,Not_interested,Bronze,First_Degree,12/1/2011,Fully_Employed,134,144.728404,Four-Door Car,Medsize,12,53,0,2,Personal,P_L2,Call Center,3
Customer_5481,Female,167054,Rural,Married,Enugu,5184.941518,Not_interested,Bronze,Second_Degree,2/2/2011,Fully_Employed,128,39.127298,Two-Door Car,Large,19,27,2,3,Personal,P_L1,Branch,1
Customer_7986,Female,158842,Rural,Married,Lagos,12627.27947,Not_interested,Gold,First_Degree,4/1/2011,Fully_Employed,208,115.126739,Four-Door Car,Medsize,2,85,0,2,Personal,P_L2,Agent,0
Customer_5495,Female,83402,Rural,Married,Lagos,8115.962284,Not_interested,Bronze,O_Level,4/1/2011,Fully_Employed,136,64.646458,Four-Door Car,Medsize,16,74,0,2,Corporate,C_L3,Agent,0
Customer_5291,Male,120488,Urban,Married,Imo,3239.996209,Interested,Silver,Second_Degree,1/16/11,Fully_Employed,166,326.281835,Four-Door Car,Medsize,3,72,6,1,Personal,P_L1,Agent,2
Customer_1408,Male,109226,Urban,Divorced,Imo,17031.89338,Not_interested,Silver,Second_Degree,9/2/2011,Fully_Employed,426,731.559007,Luxury SUV,Medsize,29,62,0,5,Personal,P_L3,Call Center,0
Customer_1845,Female,56926,Urban,Married,Abuja,8828.961501,Not_interested,Bronze,First_Degree,1/21/11,Fully_Employed,226,324.317667,SUV,Medsize,0,45,4,7,Personal,P_L3,Call Center,2
Customer_1798,Male,87516,Suburban,Married,Imo,6805.596768,Not_interested,Gold,O_Level,4/2/2011,Fully_Employed,342,1129.929433,SUV,Medsize,16,29,0,1,Corporate,C_L3,Call Center,0
Customer_3957,Female,142666,Urban,Married,Abuja,3723.057118,Not_interested,Silver,First_Degree,2/2/2011,Fully_Employed,186,343.755209,Four-Door Car,Medsize,9,92,0,1,Personal,P_L3,Call Center,1
Customer_1475,Female,137342,Rural,Married,Abuja,5680.046711,Not_interested,Bronze,O_Level,1/14/11,Fully_Employed,140,8.076879,Two-Door Car,Medsize,30,49,0,6,Special,S_L2,Call Center,1
Customer_7620,Male,112376,Rural,Married,Lagos,6554.399896,Not_interested,Silver,O_Level,1/14/11,Fully_Employed,172,175.972039,Four-Door Car,Large,20,52,6,3,Special,S_L2,Web,1
Customer_35,Female,137974,Urban,Married,Imo,5746.229745,Not_interested,Bronze,O_Level,1/15/11,Fully_Employed,142,204.475147,Four-Door Car,Medsize,11,40,0,6,Personal,P_L1,Branch,0
Customer_7675,Female,47298,Urban,Married,Abuja,9708.375239,Not_interested,Silver,HND,11/2/2011,Fully_Employed,244,535.606632,SUV,Large,2,69,0,6,Personal,P_L3,Branch,0
Customer_6441,Female,47384,Suburban,Married,Abuja,2543.627614,Not_interested,Bronze,Second_Degree,1/19/11,Fully_Employed,130,312.0,Two-Door Car,Medsize,26,27,4,1,Personal,P_L3,Agent,2
Customer_444,Female,135504,Rural,Single,Imo,9879.295699,Not_interested,Silver,HND,1/31/11,Fully_Employed,262,168.517149,Sports Car,Small,4,40,8,9,Personal,P_L2,Web,0
Customer_2359,Female,138758,Suburban,Single,Kano,4120.588554,Interested,Gold,First_Degree,1/28/11,Fully_Employed,206,494.4,Two-Door Car,Medsize,14,79,0,1,Personal,P_L2,Branch,0
Customer_3654,Male,151818,Suburban,Married,Abuja,9345.198788,Not_interested,Bronze,O_Level,2/13/11,Fully_Employed,234,561.6,Sports Car,Medsize,23,77,0,3,Special,S_L3,Branch,2
Customer_6302,Female,88560,Rural,Married,Lagos,2479.708203,Not_interested,Bronze,First_Degree,2/14/11,Fully_Employed,124,130.298883,Two-Door Car,Medsize,25,3,0,1,Corporate,C_L3,Call Center,3
Customer_9066,Male,34202,Suburban,Single,Lagos,12300.6863,Interested,Bronze,O_Level,2/20/11,On_Leave,226,542.4,SUV,Medsize,1,88,0,2,Corporate,C_L1,Call Center,0
Customer_3179,Female,150528,Urban,Married,Kano,9390.162927,Not_interested,Silver,O_Level,1/20/11,Fully_Employed,156,343.340301,Four-Door Car,Medsize,24,92,0,2,Personal,P_L3,Web,1
Customer_1286,Male,132858,Rural,Married,Abuja,5391.499465,Interested,Silver,HND,7/1/2011,Fully_Employed,272,57.712985,Sports Car,Medsize,35,93,0,1,Personal,P_L3,Agent,1
Customer_8573,Female,57818,Suburban,Married,Lagos,5248.278375,Interested,Bronze,First_Degree,1/21/11,Fully_Employed,132,456.702735,Two-Door Car,Medsize,15,66,0,8,Personal,P_L2,Agent,0
Customer_4445,Male,89312,Suburban,Married,Imo,8272.625331,Not_interested,Bronze,O_Level,9/1/2011,Fully_Employed,140,336.0,Two-Door Car,Medsize,2,80,0,2,Personal,P_L2,Branch,1
Customer_3416,Male,0,Suburban,Single,Abuja,9819.026936,Not_interested,Silver,O_Level,1/28/11,Not_employed,278,1000.8,Sports Car,Medsize,9,22,0,6,Personal,P_L2,Branch,2
Customer_2137,Female,112910,Suburban,Married,Abuja,5739.233278,Not_interested,Bronze,First_Degree,1/19/11,Fully_Employed,146,350.4,Four-Door Car,Small,17,5,4,8,Personal,P_L1,Agent,0
Customer_6787,Female,0,Suburban,Divorced,Imo,2354.3679,Not_interested,Bronze,HND,1/19/11,Not_employed,128,381.062306,Four-Door Car,Medsize,4,61,0,1,Corporate,C_L2,Branch,0
Customer_2636,Female,47630,Suburban,Married,Kano,8259.666512,Interested,Bronze,First_Degree,12/1/2011,Disabled,146,424.330166,Four-Door Car,Medsize,4,47,0,2,Personal,P_L1,Call Center,1
Customer_4016,Male,0,Suburban,Married,Abuja,5621.689084,Interested,Gold,O_Level,1/26/11,Not_employed,306,1027.000029,SUV,Medsize,25,5,0,1,Personal,P_L1,Web,1
Customer_4097,Male,173306,Rural,Married,Kano,13365.52356,Not_interested,Gold,HND,12/2/2011,Fully_Employed,222,277.201278,Four-Door Car,Medsize,14,5,0,2,Personal,P_L3,Call Center,1
Customer_1681,Female,70024,Suburban,Single,Imo,5601.382893,Not_interested,Bronze,O_Level,1/15/11,Fully_Employed,144,345.6,Four-Door Car,Medsize,0,50,0,6,Personal,P_L3,Agent,1
Customer_6813,Male,33414,Suburban,Divorced,Lagos,7616.669735,Not_interested,Gold,First_Degree,9/2/2011,On_Leave,204,1106.913309,Four-Door Car,Medsize,9,74,0,8,Special,S_L3,Web,2
Customer_8904,Male,37640,Suburban,Married,Lagos,6482.099944,Not_interested,Silver,First_Degree,10/2/2011,On_Leave,190,456.0,Two-Door Car,Small,3,51,8,8,Personal,P_L3,Branch,0
Customer_8825,Male,0,Suburban,Single,Lagos,61136.68307,Not_interested,Bronze,HND,2/28/11,Not_employed,396,2275.265075,Luxury Car,Medsize,2,75,0,2,Corporate,C_L3,Branch,1
Customer_5767,Female,40180,Suburban,Married,Imo,34613.37896,Interested,Bronze,O_Level,1/14/11,Fully_Employed,218,523.2,Sports Car,Medsize,10,59,0,2,Personal,P_L3,Agent,1
Customer_6994,Male,0,Suburban,Married,Abuja,6287.019179,Not_interested,Gold,First_Degree,1/29/11,Not_employed,344,825.6,SUV,Medsize,5,33,0,1,Personal,P_L3,Call Center,0
Customer_5275,Male,131272,Suburban,Married,Lagos,8015.895125,Not_interested,Bronze,First_Degree,1/17/11,Fully_Employed,134,321.6,Four-Door Car,Medsize,15,72,0,2,Personal,P_L2,Call Center,1
Customer_6894,Female,40246,Suburban,Married,Lagos,4869.378203,Not_interested,Bronze,PHD,4/1/2011,Disabled,126,302.4,Four-Door Car,Medsize,7,47,0,3,Personal,P_L1,Call Center,1
Customer_1692,Male,100944,Urban,Married,Enugu,6834.133872,Not_interested,Silver,HND,1/18/11,Fully_Employed,174,281.163705,Four-Door Car,Medsize,6,67,0,3,Corporate,C_L3,Web,1
Customer_7450,Female,104456,Suburban,Married,Lagos,17528.17908,Not_interested,Silver,First_Degree,1/19/11,Fully_Employed,440,1056.0,Luxury SUV,Medsize,29,72,2,8,Personal,P_L3,Agent,2
Customer_8028,Female,0,Rural,Married,Lagos,4571.8758,Not_interested,Silver,First_Degree,1/25/11,Not_employed,248,250.723005,SUV,Large,32,75,0,1,Personal,P_L1,Call Center,1
Customer_3635,Male,160710,Rural,Divorced,Abuja,4817.532839,Not_interested,Bronze,First_Degree,1/26/11,Fully_Employed,124,83.390706,Two-Door Car,Medsize,26,33,2,3,Corporate,C_L3,Branch,0
